ref_animal,ref_treatment,ref_implantation,ref_marker,ref_tissue,ref_section_number,ref_side,ref_quantification
CFA13,CFA,no,Iba1,SC,4,ipsilateral,0.029344072
CFA13,no,no,Iba1,SC,1,contralateral,0.038727061
CFA13,no,no,Iba1,SC,2,contralateral,0.048978425
CFA13,no,no,Iba1,SC,3,contralateral,0.036481224
CFA13,no,no,Iba1,SC,4,contralateral,0.028788326
CFA14,CFA,no,Iba1,SC,1,ipsilateral,0.025244432
CFA14,CFA,no,Iba1,SC,2,ipsilateral,0.038508437
CFA14,CFA,no,Iba1,SC,3,ipsilateral,0.032436112
CFA14,no,no,Iba1,SC,1,contralateral,0.033965116
CFA14,no,no,Iba1,SC,2,contralateral,0.036488622
CFA14,no,no,Iba1,SC,3,contralateral,0.036518641
CICFA02,CFA,acute,Iba1,SC,1,ipsilateral,0.020641807
CICFA02,CFA,acute,Iba1,SC,2,ipsilateral,0.011802315
CICFA02,no,no,Iba1,SC,1,contralateral,0.016001562
CICFA02,no,no,Iba1,SC,2,contralateral,0.0108696
CICFA03,CFA,acute,Iba1,SC,1,ipsilateral,0.023451307
CICFA03,CFA,acute,Iba1,SC,2,ipsilateral,0.035489795
CICFA03,CFA,acute,Iba1,SC,3,ipsilateral,0.032376221
CICFA03,CFA,acute,Iba1,SC,4,ipsilateral,0.031916624
CICFA03,no,no,Iba1,SC,1,contralateral,0.010766429
CICFA03,no,no,Iba1,SC,2,contralateral,0.024788563
CICFA03,no,no,Iba1,SC,3,contralateral,0.021698985
CICFA03,no,no,Iba1,SC,4,contralateral,0.026414463
CICFA04,CFA,acute,Iba1,SC,1,ipsilateral,0.034712268
CICFA04,CFA,acute,Iba1,SC,2,ipsilateral,0.055254542
CICFA04,CFA,acute,Iba1,SC,3,ipsilateral,0.052701398
CICFA04,CFA,acute,Iba1,SC,4,ipsilateral,0.039429261
CICFA04,no,no,Iba1,SC,1,contralateral,0.033843185
CICFA04,no,no,Iba1,SC,2,contralateral,0.044709583
CICFA04,no,no,Iba1,SC,3,contralateral,0.04041207
CICFA04,no,no,Iba1,SC,4,contralateral,0.017121981
CICFA05,CFA,acute,Iba1,SC,1,ipsilateral,0.018232378
CICFA05,CFA,acute,Iba1,SC,2,ipsilateral,0.046943661
CICFA05,CFA,acute,Iba1,SC,3,ipsilateral,0.026366141
CICFA05,no,no,Iba1,SC,1,contralateral,0.017862211
CICFA05,no,no,Iba1,SC,2,contralateral,0.033678321
CICFA05,no,no,Iba1,SC,3,contralateral,0.027303062
CICFA06,CFA,acute,Iba1,SC,1,ipsilateral,0.051131095
CICFA06,CFA,acute,Iba1,SC,2,ipsilateral,0.039363016
CICFA06,CFA,acute,Iba1,SC,3,ipsilateral,0.038695221
CICFA06,CFA,acute,Iba1,SC,4,ipsilateral,0.016361503
CICFA06,no,no,Iba1,SC,1,contralateral,0.031829497
CICFA06,no,no,Iba1,SC,2,contralateral,0.031820807
CICFA06,no,no,Iba1,SC,3,contralateral,0.02109766
CICFA06,no,no,Iba1,SC,4,contralateral,0.012662572
SNI07,SNI,no,Iba1,SC,1,ipsilateral,0.082054471
SNI07,SNI,no,Iba1,SC,2,ipsilateral,0.057606956
SNI07,SNI,no,Iba1,SC,3,ipsilateral,0.095730069
SNI07,no,no,Iba1,SC,1,contralateral,0.048143672
SNI07,no,no,Iba1,SC,2,contralateral,0.041669856
SNI07,no,no,Iba1,SC,3,contralateral,0.037244109
SNI08,SNI,no,Iba1,SC,1,ipsilateral,0.046149093
SNI08,SNI,no,Iba1,SC,2,ipsilateral,0.033406635
SNI08,SNI,no,Iba1,SC,3,ipsilateral,0.040040779
SNI08,SNI,no,Iba1,SC,4,ipsilateral,0.046083954
SNI08,no,no,Iba1,SC,1,contralateral,0.029110821
SNI08,no,no,Iba1,SC,2,contralateral,0.020990827
SNI08,no,no,Iba1,SC,3,contralateral,0.023056889
SNI08,no,no,Iba1,SC,4,contralateral,0.028013905
SNI09,SNI,no,Iba1,SC,1,ipsilateral,0.108934994
SNI09,SNI,no,Iba1,SC,2,ipsilateral,0.063588089
SNI09,SNI,no,Iba1,SC,3,ipsilateral,0.082743593
SNI09,no,no,Iba1,SC,1,contralateral,0.085715378
SNI09,no,no,Iba1,SC,2,contralateral,0.042159751
SNI09,no,no,Iba1,SC,3,contralateral,0.044720991
SNI10,SNI,no,Iba1,SC,1,ipsilateral,0.066894393
SNI10,SNI,no,Iba1,SC,2,ipsilateral,0.069614741
SNI10,SNI,no,Iba1,SC,3,ipsilateral,0.076903225
SNI10,SNI,no,Iba1,SC,4,ipsilateral,0.064666298
SNI10,no,no,Iba1,SC,1,contralateral,0.047171748
SNI10,no,no,Iba1,SC,2,contralateral,0.052963249
SNI10,no,no,Iba1,SC,3,contralateral,0.052708922
SNI10,no,no,Iba1,SC,4,contralateral,0.044594469
SNI11,SNI,no,Iba1,SC,1,ipsilateral,0.048037074
SNI11,SNI,no,Iba1,SC,2,ipsilateral,0.086675947
SNI11,SNI,no,Iba1,SC,3,ipsilateral,0.077351333
SNI11,SNI,no,Iba1,SC,4,ipsilateral,0.073021526
SNI11,no,no,Iba1,SC,1,contralateral,0.086831554
SNI11,no,no,Iba1,SC,2,contralateral,0.060397444
SNI11,no,no,Iba1,SC,3,contralateral,0.051305194
SNI11,no,no,Iba1,SC,4,contralateral,0.057179927
SNI12,SNI,no,Iba1,SC,1,ipsilateral,0.114444706
SNI12,SNI,no,Iba1,SC,2,ipsilateral,0.153530036
SNI12,SNI,no,Iba1,SC,3,ipsilateral,0.070879248
SNI12,no,no,Iba1,SC,1,contralateral,0.059384027
SNI12,no,no,Iba1,SC,2,contralateral,0.061950214
SNI12,no,no,Iba1,SC,3,contralateral,0.026666028
SNI13,SNI,no,Iba1,SC,1,ipsilateral,0.066284135
SNI13,SNI,no,Iba1,SC,2,ipsilateral,0.053019773
SNI13,SNI,no,Iba1,SC,3,ipsilateral,0.030987139
SNI13,SNI,no,Iba1,SC,4,ipsilateral,0.070996181
SNI13,no,no,Iba1,SC,1,contralateral,0.026161003
SNI13,no,no,Iba1,SC,2,contralateral,0.019324679
SNI13,no,no,Iba1,SC,3,contralateral,0.003368437
SNI13,no,no,Iba1,SC,4,contralateral,0.026110686
SNI14,SNI,no,Iba1,SC,1,ipsilateral,0.0069368
SNI14,SNI,no,Iba1,SC,2,ipsilateral,0.043933271
SNI14,SNI,no,Iba1,SC,3,ipsilateral,0.022536847
SNI14,no,no,Iba1,SC,1,contralateral,0.001465181
SNI14,no,no,Iba1,SC,2,contralateral,0.01416701
SNI14,no,no,Iba1,SC,3,contralateral,0.023607699
CISNI02,SNI,acute,Iba1,SC,1,ipsilateral,0.044268611
CISNI02,SNI,acute,Iba1,SC,2,ipsilateral,0.06653363
CISNI02,SNI,acute,Iba1,SC,3,ipsilateral,0.06989489
CISNI02,SNI,acute,Iba1,SC,4,ipsilateral,0.057848313
CISNI02,no,no,Iba1,SC,1,contralateral,0.04036482
CISNI02,no,no,Iba1,SC,2,contralateral,0.045867284
CISNI02,no,no,Iba1,SC,3,contralateral,0.043066154
CISNI02,no,no,Iba1,SC,4,contralateral,0.03765472
CISNI03,SNI,acute,Iba1,SC,1,ipsilateral,0.08089834
CISNI03,SNI,acute,Iba1,SC,2,ipsilateral,0.079765237
CISNI03,SNI,acute,Iba1,SC,3,ipsilateral,0.074221259
CISNI03,SNI,acute,Iba1,SC,4,ipsilateral,0.10052618
CISNI03,no,no,Iba1,SC,1,contralateral,0.034939802
CISNI03,no,no,Iba1,SC,2,contralateral,0.032151274
CISNI03,no,no,Iba1,SC,3,contralateral,0.032019829
CISNI03,no,no,Iba1,SC,4,contralateral,0.039935574
CISNI04,SNI,acute,Iba1,SC,1,ipsilateral,0.045510645
CISNI04,SNI,acute,Iba1,SC,2,ipsilateral,0.059404897
CISNI04,SNI,acute,Iba1,SC,3,ipsilateral,0.037643232
CISNI04,SNI,acute,Iba1,SC,4,ipsilateral,0.059354658
CISNI04,no,no,Iba1,SC,1,contralateral,0.030616409
CISNI04,no,no,Iba1,SC,2,contralateral,0.039191197
CISNI04,no,no,Iba1,SC,3,contralateral,0.018845861
CISNI04,no,no,Iba1,SC,4,contralateral,0.034710912
CISNI05,SNI,acute,Iba1,SC,1,ipsilateral,0.086846632
CISNI05,SNI,acute,Iba1,SC,2,ipsilateral,0.078722563
CISNI05,SNI,acute,Iba1,SC,3,ipsilateral,0.088505933
CISNI05,SNI,acute,Iba1,SC,4,ipsilateral,0.072032698
CISNI05,no,no,Iba1,SC,1,contralateral,0.036476563
CISNI05,no,no,Iba1,SC,2,contralateral,0.029362749
CISNI05,no,no,Iba1,SC,3,contralateral,0.037711163
CISNI05,no,no,Iba1,SC,4,contralateral,0.020620215
CISNI06,SNI,acute,Iba1,SC,1,ipsilateral,0.060741261
CISNI06,SNI,acute,Iba1,SC,2,ipsilateral,0.047705683
CISNI06,SNI,acute,Iba1,SC,3,ipsilateral,0.057017115
CISNI06,SNI,acute,Iba1,SC,4,ipsilateral,0.048298693
CISNI06,no,no,Iba1,SC,1,contralateral,0.038772993
CISNI06,no,no,Iba1,SC,2,contralateral,0.021320661
CISNI06,no,no,Iba1,SC,3,contralateral,0.02994241
CISNI06,no,no,Iba1,SC,4,contralateral,0.020990329
CISNI07,SNI,acute,Iba1,SC,1,ipsilateral,0.027318702
CISNI07,SNI,acute,Iba1,SC,2,ipsilateral,0.035861493
CISNI07,no,no,Iba1,SC,1,contralateral,0.007011973
CISNI07,no,no,Iba1,SC,2,contralateral,0.0069043
CIC03,no,acute,Iba1,SC,1,ipsilateral,0.046834039
CIC03,no,acute,Iba1,SC,2,ipsilateral,0.060065079
CIC03,no,acute,Iba1,SC,3,ipsilateral,0.057092415
CIC03,no,acute,Iba1,SC,4,ipsilateral,0.036301141
CIC03,no,no,Iba1,SC,1,contralateral,0.031211301
CIC03,no,no,Iba1,SC,2,contralateral,0.044091837
CIC03,no,no,Iba1,SC,3,contralateral,0.046853092
CIC03,no,no,Iba1,SC,4,contralateral,0.024460535
CIC04,no,acute,Iba1,SC,1,ipsilateral,0.041362238
CIC04,no,acute,Iba1,SC,2,ipsilateral,0.077860494
CIC04,no,no,Iba1,SC,1,contralateral,0.030391417
CIC04,no,no,Iba1,SC,2,contralateral,0.051772341
CIC05,no,acute,Iba1,SC,1,ipsilateral,0.038747826
CIC05,no,acute,Iba1,SC,2,ipsilateral,0.049998238
CIC05,no,acute,Iba1,SC,3,ipsilateral,0.023345421
CIC05,no,acute,Iba1,SC,4,ipsilateral,0.045036975
CIC05,no,no,Iba1,SC,1,contralateral,0.026981918
CIC05,no,no,Iba1,SC,2,contralateral,0.048261883
CIC05,no,no,Iba1,SC,3,contralateral,0.021157947
CIC05,no,no,Iba1,SC,4,contralateral,0.044363756
CIC06,no,acute,Iba1,SC,1,ipsilateral,0.059157102
CIC06,no,acute,Iba1,SC,2,ipsilateral,0.033995027
CIC06,no,acute,Iba1,SC,3,ipsilateral,0.016041098
CIC06,no,no,Iba1,SC,1,contralateral,0.056038131
CIC06,no,no,Iba1,SC,2,contralateral,0.039392954
CIC06,no,no,Iba1,SC,3,contralateral,0.016651321
CIC07,no,acute,Iba1,SC,1,ipsilateral,0.052838269
CIC07,no,acute,Iba1,SC,2,ipsilateral,0.044670775
CIC07,no,acute,Iba1,SC,3,ipsilateral,0.055522355
CIC07,no,acute,Iba1,SC,4,ipsilateral,0.043765458
CIC07,no,no,Iba1,SC,1,contralateral,0.033220277
CIC07,no,no,Iba1,SC,2,contralateral,0.034724613
CIC07,no,no,Iba1,SC,3,contralateral,0.044396198
CIC07,no,no,Iba1,SC,4,contralateral,0.035576087
CIC08,no,acute,Iba1,SC,1,ipsilateral,0.037468685
CIC08,no,acute,Iba1,SC,2,ipsilateral,0.023897657
CIC08,no,acute,Iba1,SC,3,ipsilateral,0.038996909
CIC08,no,acute,Iba1,SC,4,ipsilateral,0.018306216
CIC08,no,no,Iba1,SC,1,contralateral,0.036418241
CIC08,no,no,Iba1,SC,2,contralateral,0.018557888
CIC08,no,no,Iba1,SC,3,contralateral,0.03457783
CIC08,no,no,Iba1,SC,4,contralateral,0.017808552
CCIC01,no,chronic,Iba1,SC,1,ipsilateral,0.005075321
CCIC01,no,chronic,Iba1,SC,2,ipsilateral,0.002996124
CCIC01,no,no,Iba1,SC,1,contralateral,0.006334513
CCIC01,no,no,Iba1,SC,2,contralateral,0.003800138
CCIC02,no,chronic,Iba1,SC,1,ipsilateral,0.004218726
CCIC02,no,no,Iba1,SC,1,contralateral,0.001522641
CCIC03,no,chronic,Iba1,SC,1,ipsilateral,0.001422502
CCIC03,no,chronic,Iba1,SC,2,ipsilateral,0.002833743
CCIC03,no,chronic,Iba1,SC,3,ipsilateral,0.001115539
CCIC03,no,chronic,Iba1,SC,4,ipsilateral,0.001389266
CCIC03,no,no,Iba1,SC,1,contralateral,0.001889662
CCIC03,no,no,Iba1,SC,2,contralateral,0.003007563
CCIC03,no,no,Iba1,SC,3,contralateral,0.001667108
CCIC03,no,no,Iba1,SC,4,contralateral,0.001205771
CCIC04,no,chronic,Iba1,SC,1,ipsilateral,0.005499088
CCIC04,no,chronic,Iba1,SC,2,ipsilateral,0.00129794
CCIC04,no,no,Iba1,SC,1,contralateral,0.001741945
CCIC04,no,no,Iba1,SC,2,contralateral,0.000635527
CCIC06,no,chronic,Iba1,SC,1,ipsilateral,0.000911612
CCIC06,no,chronic,Iba1,SC,2,ipsilateral,0.000575066
CCIC06,no,no,Iba1,SC,1,contralateral,0.001363264
CCIC06,no,no,Iba1,SC,2,contralateral,0.001545898
CCIC01,no,chronic,bTubulin,SN,1,ipsilateral,0.2487
CCIC01,no,chronic,bTubulin,SN,2,ipsilateral,0.3762
CCIC01,no,chronic,bTubulin,SN,3,ipsilateral,0.2888
CCIC01,no,chronic,bTubulin,SN,4,ipsilateral,0.2997
CCIC01,no,no,bTubulin,SN,1,contralateral,0.2858
CCIC01,no,no,bTubulin,SN,2,contralateral,0.2
CCIC01,no,no,bTubulin,SN,3,contralateral,0.2959
CCIC01,no,no,bTubulin,SN,4,contralateral,0.2992
CCIC02,no,chronic,bTubulin,SN,1,ipsilateral,0.21
CCIC02,no,no,bTubulin,SN,1,contralateral,0.2318
CCIC02,no,no,bTubulin,SN,2,contralateral,0.1938
CCIC02,no,no,bTubulin,SN,3,contralateral,0.2512
CCIC04,no,chronic,bTubulin,SN,1,ipsilateral,0.2221
CCIC04,no,no,bTubulin,SN,1,contralateral,0.6133
CCIC04,no,no,bTubulin,SN,2,contralateral,0.0588
CCIC04,no,no,bTubulin,SN,3,contralateral,0.0149
CCIC05,no,chronic,bTubulin,SN,1,ipsilateral,0.1822
CCIC05,no,chronic,bTubulin,SN,2,ipsilateral,0.2896
CCIC05,no,chronic,bTubulin,SN,3,ipsilateral,0.1568
CCIC05,no,chronic,bTubulin,SN,4,ipsilateral,0.1396
CCIC05,no,no,bTubulin,SN,1,contralateral,0.2033
CCIC05,no,no,bTubulin,SN,2,contralateral,0.2382
CCIC05,no,no,bTubulin,SN,3,contralateral,0.172
CCIC05,no,no,bTubulin,SN,4,contralateral,0.2529
CCIC05,no,no,bTubulin,SN,5,contralateral,0.2015
CCIC06,no,chronic,bTubulin,SN,1,ipsilateral,0.2314
CCIC06,no,chronic,bTubulin,SN,2,ipsilateral,0.2758
CCIC06,no,chronic,bTubulin,SN,3,ipsilateral,0.3192
CCIC06,no,no,bTubulin,SN,1,contralateral,0.2593
CCIC06,no,no,bTubulin,SN,2,contralateral,0.2442
CCIC06,no,no,bTubulin,SN,3,contralateral,0.2296
CCIC06,no,no,bTubulin,SN,4,contralateral,0.1839
CFA09,CFA,no,bTubulin,SN,1,ipsilateral,0.204
CFA09,CFA,no,bTubulin,SN,2,ipsilateral,0.2219
CFA09,CFA,no,bTubulin,SN,3,ipsilateral,0.188
CFA09,CFA,no,bTubulin,SN,4,ipsilateral,0.1879
CFA09,CFA,no,bTubulin,SN,5,ipsilateral,0.2379
CFA09,no,no,bTubulin,SN,1,contralateral,0.1352
CFA09,no,no,bTubulin,SN,2,contralateral,0.19
CFA09,no,no,bTubulin,SN,3,contralateral,0.2468
CFA09,no,no,bTubulin,SN,4,contralateral,0.2231
CFA12,CFA,no,bTubulin,SN,1,ipsilateral,0.2267
CFA12,CFA,no,bTubulin,SN,2,ipsilateral,0.1753
CFA12,CFA,no,bTubulin,SN,3,ipsilateral,0.1391
CFA12,CFA,no,bTubulin,SN,4,ipsilateral,0.2431
CFA12,no,no,bTubulin,SN,1,contralateral,0.0972
CFA12,no,no,bTubulin,SN,2,contralateral,0.12
CFA12,no,no,bTubulin,SN,3,contralateral,0.1648
CFA14,CFA,no,bTubulin,SN,1,ipsilateral,0.1503
CFA14,CFA,no,bTubulin,SN,2,ipsilateral,0.1905
CFA14,CFA,no,bTubulin,SN,3,ipsilateral,0.2194
CFA14,CFA,no,bTubulin,SN,4,ipsilateral,0.1841
CFA14,no,no,bTubulin,SN,1,contralateral,0.1311
CFA14,no,no,bTubulin,SN,2,contralateral,0.1889
CFA14,no,no,bTubulin,SN,3,contralateral,0.2467
CFA14,no,no,bTubulin,SN,4,contralateral,0.1504
CFA15,CFA,no,bTubulin,SN,1,ipsilateral,0.2408
CFA15,no,no,bTubulin,SN,1,contralateral,0.1497
CFA15,no,no,bTubulin,SN,2,contralateral,0.205
CFA15,no,no,bTubulin,SN,3,contralateral,0.1839
CFA15,no,no,bTubulin,SN,4,contralateral,0.2441
CFA17,CFA,no,bTubulin,SN,1,ipsilateral,0.155
CFA17,CFA,no,bTubulin,SN,2,ipsilateral,0.3287
CFA17,CFA,no,bTubulin,SN,3,ipsilateral,0.1021
CFA17,CFA,no,bTubulin,SN,4,ipsilateral,0.1323
CFA17,no,no,bTubulin,SN,1,contralateral,0.2188
CFA17,no,no,bTubulin,SN,2,contralateral,0.1949
CFA17,no,no,bTubulin,SN,3,contralateral,0.1841
CIC04,no,acute,bTubulin,SN,1,ipsilateral,0.1679
CIC04,no,acute,bTubulin,SN,2,ipsilateral,0.1355
CIC04,no,no,bTubulin,SN,1,contralateral,0.0698
CIC04,no,no,bTubulin,SN,2,contralateral,0.105
CIC04,no,no,bTubulin,SN,3,contralateral,0.2415
CIC05,no,acute,bTubulin,SN,1,ipsilateral,0.1423
CIC05,no,acute,bTubulin,SN,2,ipsilateral,0.3162
CIC05,no,no,bTubulin,SN,1,contralateral,0.1409
CIC05,no,no,bTubulin,SN,2,contralateral,0.2174
CIC05,no,no,bTubulin,SN,3,contralateral,0.2241
CIC05,no,no,bTubulin,SN,4,contralateral,0.2478
CIC05,no,no,bTubulin,SN,5,contralateral,0.1931
CIC07,no,acute,bTubulin,SN,1,ipsilateral,0.1336
CIC07,no,acute,bTubulin,SN,2,ipsilateral,0.1291
CIC07,no,acute,bTubulin,SN,3,ipsilateral,0.1394
CIC07,no,acute,bTubulin,SN,4,ipsilateral,0.1553
CIC07,no,no,bTubulin,SN,1,contralateral,0.2923
CIC08,no,acute,bTubulin,SN,1,ipsilateral,0.2086
CIC08,no,acute,bTubulin,SN,2,ipsilateral,0.2737
CIC08,no,acute,bTubulin,SN,3,ipsilateral,0.1832
CIC08,no,acute,bTubulin,SN,4,ipsilateral,0.2644
CIC08,no,acute,bTubulin,SN,5,ipsilateral,0.2113
CIC08,no,no,bTubulin,SN,1,contralateral,0.1873
CIC08,no,no,bTubulin,SN,2,contralateral,0.2009
CIC08,no,no,bTubulin,SN,3,contralateral,0.2566
CIC08,no,no,bTubulin,SN,4,contralateral,0.087
CICFA02,CFA,acute,bTubulin,SN,1,ipsilateral,0.1596
CICFA02,CFA,acute,bTubulin,SN,2,ipsilateral,0.1439
CICFA02,CFA,acute,bTubulin,SN,3,ipsilateral,0.1985
CICFA02,CFA,acute,bTubulin,SN,4,ipsilateral,0.0985
CICFA02,no,no,bTubulin,SN,1,contralateral,0.0209
CICFA02,no,no,bTubulin,SN,2,contralateral,0.1249
CICFA02,no,no,bTubulin,SN,3,contralateral,0.2215
CICFA02,no,no,bTubulin,SN,4,contralateral,0.3144
CICFA03,CFA,acute,bTubulin,SN,1,ipsilateral,0.1492
CICFA03,CFA,acute,bTubulin,SN,2,ipsilateral,0.1225
CICFA03,CFA,acute,bTubulin,SN,3,ipsilateral,0.2167
CICFA03,no,no,bTubulin,SN,1,contralateral,0.1521
CICFA03,no,no,bTubulin,SN,2,contralateral,0.1196
CICFA03,no,no,bTubulin,SN,3,contralateral,0.1861
CICFA03,no,no,bTubulin,SN,4,contralateral,0.1974
CICFA04,CFA,acute,bTubulin,SN,1,ipsilateral,0.1736
CICFA04,CFA,acute,bTubulin,SN,2,ipsilateral,0.1756
CICFA04,CFA,acute,bTubulin,SN,3,ipsilateral,0.2301
CICFA04,CFA,acute,bTubulin,SN,4,ipsilateral,0.1807
CICFA04,no,no,bTubulin,SN,1,contralateral,0.1452
CICFA04,no,no,bTubulin,SN,2,contralateral,0.2117
CICFA04,no,no,bTubulin,SN,3,contralateral,0.1492
CICFA05,CFA,acute,bTubulin,SN,1,ipsilateral,0.1594
CICFA05,CFA,acute,bTubulin,SN,2,ipsilateral,0.077
CICFA05,CFA,acute,bTubulin,SN,3,ipsilateral,0.1167
CICFA05,CFA,acute,bTubulin,SN,4,ipsilateral,0.1213
CICFA05,no,no,bTubulin,SN,1,contralateral,0.1368
CICFA05,no,no,bTubulin,SN,2,contralateral,0.1368
CICFA05,no,no,bTubulin,SN,3,contralateral,0.2606
CICFA06,CFA,acute,bTubulin,SN,1,ipsilateral,0.2697
CICFA06,CFA,acute,bTubulin,SN,2,ipsilateral,0.2536
CICFA06,no,no,bTubulin,SN,1,contralateral,0.0636
CICFA06,no,no,bTubulin,SN,2,contralateral,0.0933
CICFA06,no,no,bTubulin,SN,3,contralateral,0.262
CICFA06,no,no,bTubulin,SN,4,contralateral,0.2539
CISNI01,SNI,acute,bTubulin,SN,1,ipsilateral,0.1916
CISNI01,SNI,acute,bTubulin,SN,2,ipsilateral,0.1036
CISNI01,SNI,acute,bTubulin,SN,3,ipsilateral,0.1761
CISNI01,no,no,bTubulin,SN,1,contralateral,0.1116
CISNI01,no,no,bTubulin,SN,2,contralateral,0.1519
CISNI01,no,no,bTubulin,SN,3,contralateral,0.1646
CISNI02,SNI,acute,bTubulin,SN,1,ipsilateral,0.1359
CISNI02,SNI,acute,bTubulin,SN,2,ipsilateral,0.2781
CISNI02,SNI,acute,bTubulin,SN,3,ipsilateral,0.303
CISNI02,SNI,acute,bTubulin,SN,4,ipsilateral,0.2502
CISNI02,no,no,bTubulin,SN,1,contralateral,0.125
CISNI02,no,no,bTubulin,SN,2,contralateral,0.1841
CISNI02,no,no,bTubulin,SN,3,contralateral,0.2398
CISNI02,no,no,bTubulin,SN,4,contralateral,0.138
CISNI03,SNI,acute,bTubulin,SN,1,ipsilateral,0.1052
CISNI03,no,no,bTubulin,SN,1,contralateral,0.1904
CISNI03,no,no,bTubulin,SN,2,contralateral,0.2277
CISNI04,SNI,acute,bTubulin,SN,1,ipsilateral,0.2404
CISNI04,SNI,acute,bTubulin,SN,2,ipsilateral,0.2273
CISNI04,no,no,bTubulin,SN,1,contralateral,0.1578
CISNI04,no,no,bTubulin,SN,2,contralateral,0.2399
CISNI04,no,no,bTubulin,SN,3,contralateral,0.2788
CISNI05,SNI,acute,bTubulin,SN,1,ipsilateral,0.0727
CISNI05,SNI,acute,bTubulin,SN,2,ipsilateral,0.1637
CISNI05,SNI,acute,bTubulin,SN,3,ipsilateral,0.0398
CISNI05,no,no,bTubulin,SN,1,contralateral,0.217
CISNI05,no,no,bTubulin,SN,2,contralateral,0.1409
CISNI05,no,no,bTubulin,SN,3,contralateral,0.2394
CISNI05,no,no,bTubulin,SN,4,contralateral,0.0297
CISNI06,SNI,acute,bTubulin,SN,1,ipsilateral,0.1975
CISNI06,SNI,acute,bTubulin,SN,2,ipsilateral,0.151
CISNI06,SNI,acute,bTubulin,SN,3,ipsilateral,0.2349
CISNI06,SNI,acute,bTubulin,SN,4,ipsilateral,0.2178
CISNI06,no,no,bTubulin,SN,1,contralateral,0.2469
CISNI06,no,no,bTubulin,SN,2,contralateral,0.1611
CISNI06,no,no,bTubulin,SN,3,contralateral,0.1269
CISNI07,SNI,acute,bTubulin,SN,1,ipsilateral,0.1231
CISNI07,SNI,acute,bTubulin,SN,2,ipsilateral,0.1008
CISNI07,SNI,acute,bTubulin,SN,3,ipsilateral,0.0825
CISNI07,SNI,acute,bTubulin,SN,4,ipsilateral,0.0666
CISNI07,no,no,bTubulin,SN,1,contralateral,0.1974
CISNI07,no,no,bTubulin,SN,2,contralateral,0.2082
CISNI07,no,no,bTubulin,SN,3,contralateral,0.1311
SNI09,SNI,no,bTubulin,SN,1,ipsilateral,0.2285
SNI09,SNI,no,bTubulin,SN,2,ipsilateral,0.2475
SNI09,no,no,bTubulin,SN,1,contralateral,0.279
SNI09,no,no,bTubulin,SN,2,contralateral,0.2577
SNI09,no,no,bTubulin,SN,3,contralateral,0.0716
SNI10,SNI,no,bTubulin,SN,1,ipsilateral,0.1141
SNI10,SNI,no,bTubulin,SN,2,ipsilateral,0.1647
SNI10,SNI,no,bTubulin,SN,3,ipsilateral,0.2081
SNI10,SNI,no,bTubulin,SN,4,ipsilateral,0.1062
SNI10,SNI,no,bTubulin,SN,5,ipsilateral,0.1647
SNI10,no,no,bTubulin,SN,1,contralateral,0.2166
SNI10,no,no,bTubulin,SN,2,contralateral,0.1554
SNI10,no,no,bTubulin,SN,3,contralateral,0.2199
SNI10,no,no,bTubulin,SN,4,contralateral,0.2731
SNI12,SNI,no,bTubulin,SN,1,ipsilateral,0.147
SNI12,SNI,no,bTubulin,SN,2,ipsilateral,0.1338
SNI12,SNI,no,bTubulin,SN,3,ipsilateral,0.0623
SNI12,SNI,no,bTubulin,SN,4,ipsilateral,0.0605
SNI12,no,no,bTubulin,SN,1,contralateral,0.0836
SNI12,no,no,bTubulin,SN,2,contralateral,0.242
SNI12,no,no,bTubulin,SN,3,contralateral,0.3007
SNI12,no,no,bTubulin,SN,4,contralateral,0.1679
SNI12,no,no,bTubulin,SN,5,contralateral,0.2144
SNI13,SNI,no,bTubulin,SN,1,ipsilateral,0.1041
SNI13,SNI,no,bTubulin,SN,2,ipsilateral,0.2262
SNI13,SNI,no,bTubulin,SN,3,ipsilateral,0.2515
SNI13,SNI,no,bTubulin,SN,4,ipsilateral,0.309
SNI13,no,no,bTubulin,SN,1,contralateral,0.2094
SNI13,no,no,bTubulin,SN,2,contralateral,0.1407
SNI13,no,no,bTubulin,SN,3,contralateral,0.2685
SNI14,SNI,no,bTubulin,SN,1,ipsilateral,0.1434
SNI14,SNI,no,bTubulin,SN,2,ipsilateral,0.2324
SNI14,SNI,no,bTubulin,SN,3,ipsilateral,0.1221
SNI14,SNI,no,bTubulin,SN,4,ipsilateral,0.2198
SNI14,no,no,bTubulin,SN,1,contralateral,0.1404
SNI15,SNI,no,bTubulin,SN,1,ipsilateral,0.2975
SNI15,SNI,no,bTubulin,SN,2,ipsilateral,0.2131
SNI15,SNI,no,bTubulin,SN,3,ipsilateral,0.1185
SNI15,SNI,no,bTubulin,SN,4,ipsilateral,0.3053
SNI15,no,no,bTubulin,SN,1,contralateral,0.2756
SNI15,no,no,bTubulin,SN,2,contralateral,0.2965
SNI15,no,no,bTubulin,SN,3,contralateral,0.1798
SNI15,no,no,bTubulin,SN,4,contralateral,0.1911
CCIC01,no,chronic,aSMA_thickness,SN,1,ipsilateral,172.925
CCIC01,no,chronic,aSMA_thickness,SN,2,ipsilateral,129.899
CCIC01,no,chronic,aSMA_thickness,SN,3,ipsilateral,200.841
CCIC01,no,chronic,aSMA_thickness,SN,4,ipsilateral,222.26
