ref_animal_ID,ref_treatment,ref_implantation,ref_behaviour_test,ref_age,ref_sex,ref_hindpaw,ref_day_number,ref_experiment_length,ref_trial_number,ref_response,rep_average
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,1,9.2,8.5
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,2,8.6,
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,3,7.7,
CISNI03,SNI,yes,von Frey,14,M,contra,pre,acute,1,30.2,26.66666667
CISNI03,SNI,yes,von Frey,14,M,contra,pre,acute,2,26.5,
CISNI03,SNI,yes,von Frey,14,M,contra,pre,acute,3,23.3,
CISNI03,SNI,yes,von Frey,14,M,contra,day3,acute,1,54.7,47.86666667
CISNI03,SNI,yes,von Frey,14,M,contra,day3,acute,2,73.5,
CISNI03,SNI,yes,von Frey,14,M,contra,day3,acute,3,15.4,
CISNI03,SNI,yes,von Frey,14,M,contra,day7,acute,1,20.5,33.03333333
CISNI03,SNI,yes,von Frey,14,M,contra,day7,acute,2,23.2,
CISNI03,SNI,yes,von Frey,14,M,contra,day7,acute,3,55.4,
CISNI03,SNI,yes,von Frey,14,M,ipisi,pre,acute,1,15.3,17.96666667
CISNI03,SNI,yes,von Frey,14,M,ipisi,pre,acute,2,15.5,
CISNI03,SNI,yes,von Frey,14,M,ipisi,pre,acute,3,23.1,
CISNI03,SNI,yes,von Frey,14,M,ipisi,day3,acute,1,18.1,21.13333333
CISNI03,SNI,yes,von Frey,14,M,ipisi,day3,acute,2,18.1,
CISNI03,SNI,yes,von Frey,14,M,ipisi,day3,acute,3,27.2,
CISNI03,SNI,yes,von Frey,14,M,ipisi,day7,acute,1,4,5.533333333
CISNI03,SNI,yes,von Frey,14,M,ipisi,day7,acute,2,11.2,
CISNI03,SNI,yes,von Frey,14,M,ipisi,day7,acute,3,1.4,
CISNI03,SNI,yes,Hargreaves,14,M,contra,pre,acute,1,12.9,12.26666667
CISNI03,SNI,yes,Hargreaves,14,M,contra,pre,acute,2,10.8,
CISNI03,SNI,yes,Hargreaves,14,M,contra,pre,acute,3,13.1,
CISNI03,SNI,yes,Hargreaves,14,M,contra,day3,acute,1,15,14.03333333
CISNI03,SNI,yes,Hargreaves,14,M,contra,day3,acute,2,15,
CISNI03,SNI,yes,Hargreaves,14,M,contra,day3,acute,3,12.1,
CISNI03,SNI,yes,Hargreaves,14,M,contra,day7,acute,1,6.2,7.633333333
CISNI03,SNI,yes,Hargreaves,14,M,contra,day7,acute,2,7.3,
CISNI03,SNI,yes,Hargreaves,14,M,contra,day7,acute,3,9.4,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,1,12.6,12.16666667
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,2,9.7,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,3,14.2,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,1,9.6,10.96666667
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,2,13.5,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,3,9.8,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,1,8.4,7.1
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,2,7.2,
CISNI03,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,3,5.7,
CISNI04,SNI,yes,von Frey,14,M,contra,pre,acute,1,38.7,27.3
CISNI04,SNI,yes,von Frey,14,M,contra,pre,acute,2,12.5,
CISNI04,SNI,yes,von Frey,14,M,contra,pre,acute,3,30.7,
CISNI04,SNI,yes,von Frey,14,M,contra,day3,acute,1,17.6,24
CISNI04,SNI,yes,von Frey,14,M,contra,day3,acute,2,16.6,
CISNI04,SNI,yes,von Frey,14,M,contra,day3,acute,3,37.8,
CISNI04,SNI,yes,von Frey,14,M,contra,day7,acute,1,53.4,41.73333333
CISNI04,SNI,yes,von Frey,14,M,contra,day7,acute,2,16.8,
CISNI04,SNI,yes,von Frey,14,M,contra,day7,acute,3,55,
CISNI04,SNI,yes,von Frey,14,M,ipisi,pre,acute,1,17.2,19.33333333
CISNI04,SNI,yes,von Frey,14,M,ipisi,pre,acute,2,19.4,
CISNI04,SNI,yes,von Frey,14,M,ipisi,pre,acute,3,21.4,
CISNI04,SNI,yes,von Frey,14,M,ipisi,day3,acute,1,1.2,8.3
CISNI04,SNI,yes,von Frey,14,M,ipisi,day3,acute,2,4.8,
CISNI04,SNI,yes,von Frey,14,M,ipisi,day3,acute,3,18.9,
CISNI04,SNI,yes,von Frey,14,M,ipisi,day7,acute,1,3.7,5.4
CISNI04,SNI,yes,von Frey,14,M,ipisi,day7,acute,2,9.2,
CISNI04,SNI,yes,von Frey,14,M,ipisi,day7,acute,3,3.3,
CISNI04,SNI,yes,Hargreaves,14,M,contra,pre,acute,1,12,8.633333333
CISNI04,SNI,yes,Hargreaves,14,M,contra,pre,acute,2,6.7,
CISNI04,SNI,yes,Hargreaves,14,M,contra,pre,acute,3,7.2,
CISNI04,SNI,yes,Hargreaves,14,M,contra,day3,acute,1,7,7.333333333
CISNI04,SNI,yes,Hargreaves,14,M,contra,day3,acute,2,8.2,
CISNI04,SNI,yes,Hargreaves,14,M,contra,day3,acute,3,6.8,
CISNI04,SNI,yes,Hargreaves,14,M,contra,day7,acute,1,10.7,10.93333333
CISNI04,SNI,yes,Hargreaves,14,M,contra,day7,acute,2,8.3,
CISNI04,SNI,yes,Hargreaves,14,M,contra,day7,acute,3,13.8,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,1,8.2,8.866666667
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,2,8.8,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,3,9.6,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,1,7,7
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,2,9.9,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,3,4.1,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,1,11,11.06666667
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,2,11,
CISNI04,SNI,yes,Hargreaves,14,M,ipisi,day7,acute,3,11.2,
CISNI05,SNI,yes,von Frey,12,F,contra,pre,acute,1,22.7,30.2
CISNI05,SNI,yes,von Frey,12,F,contra,pre,acute,2,23.1,
CISNI05,SNI,yes,von Frey,12,F,contra,pre,acute,3,44.8,
CISNI05,SNI,yes,von Frey,12,F,contra,day3,acute,1,17.2,32.5
CISNI05,SNI,yes,von Frey,12,F,contra,day3,acute,2,40.5,
CISNI05,SNI,yes,von Frey,12,F,contra,day3,acute,3,39.8,
CISNI05,SNI,yes,von Frey,12,F,contra,day7,acute,1,59.2,43.96666667
CISNI05,SNI,yes,von Frey,12,F,contra,day7,acute,2,47.6,
CISNI05,SNI,yes,von Frey,12,F,contra,day7,acute,3,25.1,
CISNI05,SNI,yes,von Frey,12,F,ipisi,pre,acute,1,28.1,32.73333333
CISNI05,SNI,yes,von Frey,12,F,ipisi,pre,acute,2,27.1,
CISNI05,SNI,yes,von Frey,12,F,ipisi,pre,acute,3,43,
CISNI05,SNI,yes,von Frey,12,F,ipisi,day3,acute,1,12.6,12.73333333
CISNI05,SNI,yes,von Frey,12,F,ipisi,day3,acute,2,13.8,
CISNI05,SNI,yes,von Frey,12,F,ipisi,day3,acute,3,11.8,
CISNI05,SNI,yes,von Frey,12,F,ipisi,day7,acute,1,4.4,8.133333333
CISNI05,SNI,yes,von Frey,12,F,ipisi,day7,acute,2,11.4,
CISNI05,SNI,yes,von Frey,12,F,ipisi,day7,acute,3,8.6,
CISNI05,SNI,yes,Hargreaves,12,F,contra,pre,acute,1,8.6,8.4
CISNI05,SNI,yes,Hargreaves,12,F,contra,pre,acute,2,8.3,
CISNI05,SNI,yes,Hargreaves,12,F,contra,pre,acute,3,8.3,
CISNI05,SNI,yes,Hargreaves,12,F,contra,day3,acute,1,13.1,10.36666667
CISNI05,SNI,yes,Hargreaves,12,F,contra,day3,acute,2,8.6,
CISNI05,SNI,yes,Hargreaves,12,F,contra,day3,acute,3,9.4,
CISNI05,SNI,yes,Hargreaves,12,F,contra,day7,acute,1,8.5,8.966666667
CISNI05,SNI,yes,Hargreaves,12,F,contra,day7,acute,2,7.9,
CISNI05,SNI,yes,Hargreaves,12,F,contra,day7,acute,3,10.5,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,1,7.6,9.533333333
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,2,11.9,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,3,9.1,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,1,7.9,6.1
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,2,4.1,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,3,6.3,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,1,6.7,5.566666667
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,2,5.3,
CISNI05,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,3,4.7,
CISNI06,SNI,yes,von Frey,12,F,contra,pre,acute,1,23,27.36666667
CISNI06,SNI,yes,von Frey,12,F,contra,pre,acute,2,33.7,
CISNI06,SNI,yes,von Frey,12,F,contra,pre,acute,3,25.4,
CISNI06,SNI,yes,von Frey,12,F,contra,day3,acute,1,58.5,37.1
CISNI06,SNI,yes,von Frey,12,F,contra,day3,acute,2,32.1,
CISNI06,SNI,yes,von Frey,12,F,contra,day3,acute,3,20.7,
CISNI06,SNI,yes,von Frey,12,F,contra,day7,acute,1,36.5,32.63333333
CISNI06,SNI,yes,von Frey,12,F,contra,day7,acute,2,34.5,
CISNI06,SNI,yes,von Frey,12,F,contra,day7,acute,3,26.9,
CISNI06,SNI,yes,von Frey,12,F,ipisi,pre,acute,1,53.5,44.7
CISNI06,SNI,yes,von Frey,12,F,ipisi,pre,acute,2,44.5,
CISNI06,SNI,yes,von Frey,12,F,ipisi,pre,acute,3,36.1,
CISNI06,SNI,yes,von Frey,12,F,ipisi,day3,acute,1,14.9,16.23333333
CISNI06,SNI,yes,von Frey,12,F,ipisi,day3,acute,2,15.6,
CISNI06,SNI,yes,von Frey,12,F,ipisi,day3,acute,3,18.2,
CISNI06,SNI,yes,von Frey,12,F,ipisi,day7,acute,1,3.3,5.233333333
CISNI06,SNI,yes,von Frey,12,F,ipisi,day7,acute,2,4.1,
CISNI06,SNI,yes,von Frey,12,F,ipisi,day7,acute,3,8.3,
CISNI06,SNI,yes,Hargreaves,12,F,contra,pre,acute,1,10.1,10.03333333
CISNI06,SNI,yes,Hargreaves,12,F,contra,pre,acute,2,10,
CISNI06,SNI,yes,Hargreaves,12,F,contra,pre,acute,3,10,
CISNI06,SNI,yes,Hargreaves,12,F,contra,day3,acute,1,7.6,9.633333333
CISNI06,SNI,yes,Hargreaves,12,F,contra,day3,acute,2,8.8,
CISNI06,SNI,yes,Hargreaves,12,F,contra,day3,acute,3,12.5,
CISNI06,SNI,yes,Hargreaves,12,F,contra,day7,acute,1,11.5,10.6
CISNI06,SNI,yes,Hargreaves,12,F,contra,day7,acute,2,10.7,
CISNI06,SNI,yes,Hargreaves,12,F,contra,day7,acute,3,9.6,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,1,9.3,11.23333333
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,2,13.8,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,3,10.6,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,1,9.1,9.166666667
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,2,8.4,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,3,10,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,1,5.9,6.6
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,2,8.1,
CISNI06,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,3,5.8,
CISNI07,SNI,yes,von Frey,12,F,contra,pre,acute,1,31,39.95
CISNI07,SNI,yes,von Frey,12,F,contra,pre,acute,2,48.9,
CISNI07,SNI,yes,von Frey,12,F,contra,day3,acute,1,40.4,38.93333333
CISNI07,SNI,yes,von Frey,12,F,contra,day3,acute,2,19.2,
CISNI07,SNI,yes,von Frey,12,F,contra,day3,acute,3,57.2,
CISNI07,SNI,yes,von Frey,12,F,contra,day7,acute,1,34.9,26.03333333
CISNI07,SNI,yes,von Frey,12,F,contra,day7,acute,2,19.8,
CISNI07,SNI,yes,von Frey,12,F,contra,day7,acute,3,23.4,
CISNI07,SNI,yes,von Frey,12,F,ipisi,pre,acute,1,19.2,29.5
CISNI07,SNI,yes,von Frey,12,F,ipisi,pre,acute,2,31.8,
CISNI07,SNI,yes,von Frey,12,F,ipisi,pre,acute,3,37.5,
CISNI07,SNI,yes,von Frey,12,F,ipisi,day3,acute,1,6,8
CISNI07,SNI,yes,von Frey,12,F,ipisi,day3,acute,2,10,
CISNI07,SNI,yes,von Frey,12,F,ipisi,day3,acute,3,8,
CISNI07,SNI,yes,von Frey,12,F,ipisi,day7,acute,1,2.9,5.733333333
CISNI07,SNI,yes,von Frey,12,F,ipisi,day7,acute,2,8.9,
CISNI07,SNI,yes,von Frey,12,F,ipisi,day7,acute,3,5.4,
CISNI07,SNI,yes,Hargreaves,12,F,contra,pre,acute,1,10.2,8.933333333
CISNI07,SNI,yes,Hargreaves,12,F,contra,pre,acute,2,7.9,
CISNI07,SNI,yes,Hargreaves,12,F,contra,pre,acute,3,8.7,
CISNI07,SNI,yes,Hargreaves,12,F,contra,day3,acute,1,13,9.3
CISNI07,SNI,yes,Hargreaves,12,F,contra,day3,acute,2,5.5,
CISNI07,SNI,yes,Hargreaves,12,F,contra,day3,acute,3,9.4,
CISNI07,SNI,yes,Hargreaves,12,F,contra,day7,acute,1,5.5,6.033333333
CISNI07,SNI,yes,Hargreaves,12,F,contra,day7,acute,2,6,
CISNI07,SNI,yes,Hargreaves,12,F,contra,day7,acute,3,6.6,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,1,6.9,9.033333333
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,2,7.1,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,3,13.1,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,1,4.9,7.166666667
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,2,6,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,3,10.6,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,1,7.4,6.2
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,2,5.1,
CISNI07,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,3,6.1,
CCIC01,control,yes,von Frey,14,M,contra,pre,chronic,1,23.6,37.53333333
CCIC01,control,yes,von Frey,14,M,contra,pre,chronic,2,40.6,
CCIC01,control,yes,von Frey,14,M,contra,pre,chronic,3,48.4,
CCIC01,control,yes,von Frey,14,M,contra,day3,chronic,1,42.5,47.7
CCIC01,control,yes,von Frey,14,M,contra,day3,chronic,2,50.9,
CCIC01,control,yes,von Frey,14,M,contra,day3,chronic,3,49.7,
CCIC01,control,yes,von Frey,14,M,contra,day7,chronic,1,58.8,51.3
CCIC01,control,yes,von Frey,14,M,contra,day7,chronic,2,57.7,
CCIC01,control,yes,von Frey,14,M,contra,day7,chronic,3,37.4,
CCIC01,control,yes,von Frey,14,M,contra,day14,chronic,1,68.5,46.36666667
CCIC01,control,yes,von Frey,14,M,contra,day14,chronic,2,20.1,
CCIC01,control,yes,von Frey,14,M,contra,day14,chronic,3,50.5,
CCIC01,control,yes,von Frey,14,M,contra,day21,chronic,1,47.5,46.66666667
CCIC01,control,yes,von Frey,14,M,contra,day21,chronic,2,22.7,
CCIC01,control,yes,von Frey,14,M,contra,day21,chronic,3,69.8,
CCIC01,control,yes,von Frey,14,M,contra,day28,chronic,1,51.7,51.46666667
CCIC01,control,yes,von Frey,14,M,contra,day28,chronic,2,66.5,
CCIC01,control,yes,von Frey,14,M,contra,day28,chronic,3,36.2,
CCIC01,control,yes,von Frey,14,M,ipisi,pre,chronic,1,29.5,24.36666667
CCIC01,control,yes,von Frey,14,M,ipisi,pre,chronic,2,23.5,
CCIC01,control,yes,von Frey,14,M,ipisi,pre,chronic,3,20.1,
CCIC01,control,yes,von Frey,14,M,ipisi,day3,chronic,1,22.1,28.86666667
CCIC01,control,yes,von Frey,14,M,ipisi,day3,chronic,2,36.9,
CCIC01,control,yes,von Frey,14,M,ipisi,day3,chronic,3,27.6,
CCIC01,control,yes,von Frey,14,M,ipisi,day7,chronic,1,38,41.56666667
CCIC01,control,yes,von Frey,14,M,ipisi,day7,chronic,2,31.3,
CCIC01,control,yes,von Frey,14,M,ipisi,day7,chronic,3,55.4,
CCIC01,control,yes,von Frey,14,M,ipisi,day14,chronic,1,62.9,54.36666667
CCIC01,control,yes,von Frey,14,M,ipisi,day14,chronic,2,56,
CCIC01,control,yes,von Frey,14,M,ipisi,day14,chronic,3,44.2,
CCIC01,control,yes,von Frey,14,M,ipisi,day21,chronic,1,36.2,49.96666667
CCIC01,control,yes,von Frey,14,M,ipisi,day21,chronic,2,44.8,
CCIC01,control,yes,von Frey,14,M,ipisi,day21,chronic,3,68.9,
CCIC01,control,yes,von Frey,14,M,ipisi,day28,chronic,1,57.8,48.76666667
CCIC01,control,yes,von Frey,14,M,ipisi,day28,chronic,2,49.6,
CCIC01,control,yes,von Frey,14,M,ipisi,day28,chronic,3,38.9,
CCIC01,control,yes,Hargreaves,14,M,contra,pre,chronic,1,13.8,10.33333333
CCIC01,control,yes,Hargreaves,14,M,contra,pre,chronic,2,9.6,
CCIC01,control,yes,Hargreaves,14,M,contra,pre,chronic,3,7.6,
CCIC01,control,yes,Hargreaves,14,M,contra,day3,chronic,1,9.1,8.566666667
CCIC01,control,yes,Hargreaves,14,M,contra,day3,chronic,2,7.6,
CCIC01,control,yes,Hargreaves,14,M,contra,day3,chronic,3,9,
CCIC01,control,yes,Hargreaves,14,M,contra,day7,chronic,1,11.2,10.2
CCIC01,control,yes,Hargreaves,14,M,contra,day7,chronic,2,8.4,
CCIC01,control,yes,Hargreaves,14,M,contra,day7,chronic,3,11,
CCIC01,control,yes,Hargreaves,14,M,contra,day14,chronic,1,8,8.833333333
CCIC01,control,yes,Hargreaves,14,M,contra,day14,chronic,2,9.8,
CCIC01,control,yes,Hargreaves,14,M,contra,day14,chronic,3,8.7,
CCIC01,control,yes,Hargreaves,14,M,contra,day21,chronic,1,7.4,10.16666667
CCIC01,control,yes,Hargreaves,14,M,contra,day21,chronic,2,10.8,
CCIC01,control,yes,Hargreaves,14,M,contra,day21,chronic,3,12.3,
CCIC01,control,yes,Hargreaves,14,M,contra,day28,chronic,1,11.3,10.26666667
CCIC01,control,yes,Hargreaves,14,M,contra,day28,chronic,2,9.4,
CCIC01,control,yes,Hargreaves,14,M,contra,day28,chronic,3,10.1,
CCIC01,control,yes,Hargreaves,14,M,ipisi,pre,chronic,1,7.2,7.9
CCIC01,control,yes,Hargreaves,14,M,ipisi,pre,chronic,2,8.5,
CCIC01,control,yes,Hargreaves,14,M,ipisi,pre,chronic,3,8,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day3,chronic,1,11.5,9.933333333
CCIC01,control,yes,Hargreaves,14,M,ipisi,day3,chronic,2,9.5,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day3,chronic,3,8.8,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day7,chronic,1,14.2,10.1
CCIC01,control,yes,Hargreaves,14,M,ipisi,day7,chronic,2,9.3,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day7,chronic,3,6.8,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day14,chronic,1,7.1,7.466666667
CCIC01,control,yes,Hargreaves,14,M,ipisi,day14,chronic,2,7.2,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day14,chronic,3,8.1,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day21,chronic,1,10.9,8.966666667
CCIC01,control,yes,Hargreaves,14,M,ipisi,day21,chronic,2,8.1,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day21,chronic,3,7.9,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day28,chronic,1,9.7,10.2
CCIC01,control,yes,Hargreaves,14,M,ipisi,day28,chronic,2,13.3,
CCIC01,control,yes,Hargreaves,14,M,ipisi,day28,chronic,3,7.6,
CCIC02,control,yes,von Frey,14,M,contra,pre,chronic,1,39.7,32.8
CCIC02,control,yes,von Frey,14,M,contra,pre,chronic,2,21,
CCIC02,control,yes,von Frey,14,M,contra,pre,chronic,3,37.7,
CCIC02,control,yes,von Frey,14,M,contra,day3,chronic,1,31.7,25.63333333
CCIC02,control,yes,von Frey,14,M,contra,day3,chronic,2,29.4,
CCIC02,control,yes,von Frey,14,M,contra,day3,chronic,3,15.8,
CCIC02,control,yes,von Frey,14,M,contra,day7,chronic,1,45.5,34.16666667
CCIC02,control,yes,von Frey,14,M,contra,day7,chronic,2,28.9,
CCIC02,control,yes,von Frey,14,M,contra,day7,chronic,3,28.1,
CCIC02,control,yes,von Frey,14,M,contra,day14,chronic,1,45.8,38.86666667
CCIC02,control,yes,von Frey,14,M,contra,day14,chronic,2,23.4,
CCIC02,control,yes,von Frey,14,M,contra,day14,chronic,3,47.4,
CCIC02,control,yes,von Frey,14,M,contra,day21,chronic,1,69.4,44.43333333
CCIC02,control,yes,von Frey,14,M,contra,day21,chronic,2,15.9,
CCIC02,control,yes,von Frey,14,M,contra,day21,chronic,3,48,
CCIC02,control,yes,von Frey,14,M,contra,day28,chronic,1,53.2,47.66666667
CCIC02,control,yes,von Frey,14,M,contra,day28,chronic,2,49.6,
CCIC02,control,yes,von Frey,14,M,contra,day28,chronic,3,40.2,
CCIC02,control,yes,von Frey,14,M,ipisi,pre,chronic,1,56.5,57.93333333
CCIC02,control,yes,von Frey,14,M,ipisi,pre,chronic,2,61,
CCIC02,control,yes,von Frey,14,M,ipisi,pre,chronic,3,56.3,
CCIC02,control,yes,von Frey,14,M,ipisi,day3,chronic,1,61.2,46
CCIC02,control,yes,von Frey,14,M,ipisi,day3,chronic,2,56.3,
CCIC02,control,yes,von Frey,14,M,ipisi,day3,chronic,3,20.5,
CCIC02,control,yes,von Frey,14,M,ipisi,day7,chronic,1,33.7,37.73333333
CCIC02,control,yes,von Frey,14,M,ipisi,day7,chronic,2,32.5,
CCIC02,control,yes,von Frey,14,M,ipisi,day7,chronic,3,47,
CCIC02,control,yes,von Frey,14,M,ipisi,day14,chronic,1,43.4,41.33333333
CCIC02,control,yes,von Frey,14,M,ipisi,day14,chronic,2,46.1,
CCIC02,control,yes,von Frey,14,M,ipisi,day14,chronic,3,34.5,
CCIC02,control,yes,von Frey,14,M,ipisi,day21,chronic,1,48.2,50.86666667
CCIC02,control,yes,von Frey,14,M,ipisi,day21,chronic,2,49.9,
CCIC02,control,yes,von Frey,14,M,ipisi,day21,chronic,3,54.5,
CCIC02,control,yes,von Frey,14,M,ipisi,day28,chronic,1,33.8,39.4
CCIC02,control,yes,von Frey,14,M,ipisi,day28,chronic,2,35.9,
CCIC02,control,yes,von Frey,14,M,ipisi,day28,chronic,3,48.5,
CCIC02,control,yes,Hargreaves,14,M,contra,pre,chronic,1,11.9,9.933333333
CCIC02,control,yes,Hargreaves,14,M,contra,pre,chronic,2,9.7,
CCIC02,control,yes,Hargreaves,14,M,contra,pre,chronic,3,8.2,
CCIC02,control,yes,Hargreaves,14,M,contra,day3,chronic,1,15.1,10.2
CCIC02,control,yes,Hargreaves,14,M,contra,day3,chronic,2,6,
CCIC02,control,yes,Hargreaves,14,M,contra,day3,chronic,3,9.5,
CCIC02,control,yes,Hargreaves,14,M,contra,day7,chronic,1,8.3,7.733333333
CCIC02,control,yes,Hargreaves,14,M,contra,day7,chronic,2,6.4,
CCIC02,control,yes,Hargreaves,14,M,contra,day7,chronic,3,8.5,
CCIC02,control,yes,Hargreaves,14,M,contra,day14,chronic,1,14.8,12.56666667
CCIC02,control,yes,Hargreaves,14,M,contra,day14,chronic,2,13.7,
CCIC02,control,yes,Hargreaves,14,M,contra,day14,chronic,3,9.2,
CCIC02,control,yes,Hargreaves,14,M,contra,day21,chronic,1,11.7,10.1
CCIC02,control,yes,Hargreaves,14,M,contra,day21,chronic,2,9.7,
CCIC02,control,yes,Hargreaves,14,M,contra,day21,chronic,3,8.9,
CCIC02,control,yes,Hargreaves,14,M,contra,day28,chronic,1,7.4,10.63333333
CCIC02,control,yes,Hargreaves,14,M,contra,day28,chronic,2,16.4,
CCIC02,control,yes,Hargreaves,14,M,contra,day28,chronic,3,8.1,
CCIC02,control,yes,Hargreaves,14,M,ipisi,pre,chronic,1,10.7,9.5
CCIC02,control,yes,Hargreaves,14,M,ipisi,pre,chronic,2,9.5,
CCIC02,control,yes,Hargreaves,14,M,ipisi,pre,chronic,3,8.3,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day3,chronic,1,8.4,9.233333333
CCIC02,control,yes,Hargreaves,14,M,ipisi,day3,chronic,2,9.5,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day3,chronic,3,9.8,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day7,chronic,1,6.3,7.7
CCIC02,control,yes,Hargreaves,14,M,ipisi,day7,chronic,2,8.6,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day7,chronic,3,8.2,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day14,chronic,1,11.6,9.666666667
CCIC02,control,yes,Hargreaves,14,M,ipisi,day14,chronic,2,7.5,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day14,chronic,3,9.9,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day21,chronic,1,13.5,9.9
CCIC02,control,yes,Hargreaves,14,M,ipisi,day21,chronic,2,8.1,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day21,chronic,3,8.1,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day28,chronic,1,13.2,10.56666667
CCIC02,control,yes,Hargreaves,14,M,ipisi,day28,chronic,2,10.4,
CCIC02,control,yes,Hargreaves,14,M,ipisi,day28,chronic,3,8.1,
CCIC03,control,yes,von Frey,14,M,contra,pre,chronic,1,29.9,26.96666667
CCIC03,control,yes,von Frey,14,M,contra,pre,chronic,2,22.1,
CCIC03,control,yes,von Frey,14,M,contra,pre,chronic,3,28.9,
CCIC03,control,yes,von Frey,14,M,contra,day3,chronic,1,24.7,29.86666667
CCIC03,control,yes,von Frey,14,M,contra,day3,chronic,2,25.3,
CCIC03,control,yes,von Frey,14,M,contra,day3,chronic,3,39.6,
CCIC03,control,yes,von Frey,14,M,contra,day7,chronic,1,24.3,35.33333333
CCIC03,control,yes,von Frey,14,M,contra,day7,chronic,2,53,
CCIC03,control,yes,von Frey,14,M,contra,day7,chronic,3,28.7,
CCIC03,control,yes,von Frey,14,M,contra,day14,chronic,1,29,29.43333333
CCIC03,control,yes,von Frey,14,M,contra,day14,chronic,2,25.7,
CCIC03,control,yes,von Frey,14,M,contra,day14,chronic,3,33.6,
CCIC03,control,yes,von Frey,14,M,contra,day21,chronic,1,32.7,29.1
CCIC03,control,yes,von Frey,14,M,contra,day21,chronic,2,28.7,
CCIC03,control,yes,von Frey,14,M,contra,day21,chronic,3,25.9,
