ref_animal_ID,ref_treatment,ref_implantation,ref_behaviour_test,ref_age,ref_sex,ref_hindpaw,ref_day_number,ref_experiment_length,ref_trial_number,ref_response,rep_average
SNI08,SNI,no,von Frey,13,M,contra,day3,acute,2,11.1,
SNI08,SNI,no,von Frey,13,M,contra,day3,acute,3,47.8,
SNI08,SNI,no,von Frey,13,M,contra,day7,acute,1,18.2,32.96666667
SNI08,SNI,no,von Frey,13,M,contra,day7,acute,2,25.3,
SNI08,SNI,no,von Frey,13,M,contra,day7,acute,3,55.4,
SNI08,SNI,no,von Frey,13,M,ipisi,pre,acute,1,21.8,18.56666667
SNI08,SNI,no,von Frey,13,M,ipisi,pre,acute,2,17.6,
SNI08,SNI,no,von Frey,13,M,ipisi,pre,acute,3,16.3,
SNI08,SNI,no,von Frey,13,M,ipisi,day3,acute,1,6.4,6.4
SNI08,SNI,no,von Frey,13,M,ipisi,day7,acute,1,10.8,11.16666667
SNI08,SNI,no,von Frey,13,M,ipisi,day7,acute,2,9.6,
SNI08,SNI,no,von Frey,13,M,ipisi,day7,acute,3,13.1,
SNI08,SNI,no,Hargreaves,13,M,contra,pre,acute,1,19.1,15.33333333
SNI08,SNI,no,Hargreaves,13,M,contra,pre,acute,2,18.6,
SNI08,SNI,no,Hargreaves,13,M,contra,pre,acute,3,8.3,
SNI08,SNI,no,Hargreaves,13,M,contra,day3,acute,1,8.9,12.16666667
SNI08,SNI,no,Hargreaves,13,M,contra,day3,acute,2,10.1,
SNI08,SNI,no,Hargreaves,13,M,contra,day3,acute,3,17.5,
SNI08,SNI,no,Hargreaves,13,M,contra,day7,acute,1,12.1,8.9
SNI08,SNI,no,Hargreaves,13,M,contra,day7,acute,2,6.7,
SNI08,SNI,no,Hargreaves,13,M,contra,day7,acute,3,7.9,
SNI08,SNI,no,Hargreaves,13,M,ipisi,pre,acute,1,19.6,16.46666667
SNI08,SNI,no,Hargreaves,13,M,ipisi,pre,acute,2,21.4,
SNI08,SNI,no,Hargreaves,13,M,ipisi,pre,acute,3,8.4,
SNI08,SNI,no,Hargreaves,13,M,ipisi,day3,acute,1,11.1,11.76666667
SNI08,SNI,no,Hargreaves,13,M,ipisi,day3,acute,2,14.6,
SNI08,SNI,no,Hargreaves,13,M,ipisi,day3,acute,3,9.6,
SNI08,SNI,no,Hargreaves,13,M,ipisi,day7,acute,1,8,9.333333333
SNI08,SNI,no,Hargreaves,13,M,ipisi,day7,acute,2,8.6,
SNI08,SNI,no,Hargreaves,13,M,ipisi,day7,acute,3,11.4,
SNI09,SNI,no,von Frey,13,M,contra,pre,acute,1,44.6,22.56666667
SNI09,SNI,no,von Frey,13,M,contra,pre,acute,2,11.8,
SNI09,SNI,no,von Frey,13,M,contra,pre,acute,3,11.3,
SNI09,SNI,no,von Frey,13,M,contra,day3,acute,1,15.4,23.8
SNI09,SNI,no,von Frey,13,M,contra,day3,acute,2,44,
SNI09,SNI,no,von Frey,13,M,contra,day3,acute,3,12,
SNI09,SNI,no,von Frey,13,M,contra,day7,acute,1,30.4,32.16666667
SNI09,SNI,no,von Frey,13,M,contra,day7,acute,2,19.5,
SNI09,SNI,no,von Frey,13,M,contra,day7,acute,3,46.6,
SNI09,SNI,no,von Frey,13,M,ipisi,pre,acute,1,16.3,30.1
SNI09,SNI,no,von Frey,13,M,ipisi,pre,acute,2,55.4,
SNI09,SNI,no,von Frey,13,M,ipisi,pre,acute,3,18.6,
SNI09,SNI,no,von Frey,13,M,ipisi,day3,acute,1,13.4,13.6
SNI09,SNI,no,von Frey,13,M,ipisi,day3,acute,2,5.1,
SNI09,SNI,no,von Frey,13,M,ipisi,day3,acute,3,22.3,
SNI09,SNI,no,von Frey,13,M,ipisi,day7,acute,1,5.8,5.233333333
SNI09,SNI,no,von Frey,13,M,ipisi,day7,acute,2,9.3,
SNI09,SNI,no,von Frey,13,M,ipisi,day7,acute,3,0.6,
SNI09,SNI,no,Hargreaves,13,M,contra,pre,acute,1,18,13.86666667
SNI09,SNI,no,Hargreaves,13,M,contra,pre,acute,2,12.4,
SNI09,SNI,no,Hargreaves,13,M,contra,pre,acute,3,11.2,
SNI09,SNI,no,Hargreaves,13,M,contra,day3,acute,1,12.4,16.6
SNI09,SNI,no,Hargreaves,13,M,contra,day3,acute,2,21.5,
SNI09,SNI,no,Hargreaves,13,M,contra,day3,acute,3,15.9,
SNI09,SNI,no,Hargreaves,13,M,contra,day7,acute,1,13.5,11.66666667
SNI09,SNI,no,Hargreaves,13,M,contra,day7,acute,2,12.5,
SNI09,SNI,no,Hargreaves,13,M,contra,day7,acute,3,9,
SNI09,SNI,no,Hargreaves,13,M,ipisi,pre,acute,1,13.7,13.43333333
SNI09,SNI,no,Hargreaves,13,M,ipisi,pre,acute,2,14.4,
SNI09,SNI,no,Hargreaves,13,M,ipisi,pre,acute,3,12.2,
SNI09,SNI,no,Hargreaves,13,M,ipisi,day3,acute,1,11.8,10.96666667
SNI09,SNI,no,Hargreaves,13,M,ipisi,day3,acute,2,11.8,
SNI09,SNI,no,Hargreaves,13,M,ipisi,day3,acute,3,9.3,
SNI09,SNI,no,Hargreaves,13,M,ipisi,day7,acute,1,12.1,13.73333333
SNI09,SNI,no,Hargreaves,13,M,ipisi,day7,acute,2,13.2,
SNI09,SNI,no,Hargreaves,13,M,ipisi,day7,acute,3,15.9,
SNI10,SNI,no,von Frey,12,M,contra,pre,acute,1,36.5,24.9
SNI10,SNI,no,von Frey,12,M,contra,pre,acute,2,24.5,
SNI10,SNI,no,von Frey,12,M,contra,pre,acute,3,13.7,
SNI10,SNI,no,von Frey,12,M,contra,day3,acute,1,24.7,32.53333333
SNI10,SNI,no,von Frey,12,M,contra,day3,acute,2,38.7,
SNI10,SNI,no,von Frey,12,M,contra,day3,acute,3,34.2,
SNI10,SNI,no,von Frey,12,M,contra,day7,acute,1,23.3,26.9
SNI10,SNI,no,von Frey,12,M,contra,day7,acute,2,27,
SNI10,SNI,no,von Frey,12,M,contra,day7,acute,3,30.4,
SNI10,SNI,no,von Frey,12,M,ipisi,pre,acute,1,16.1,26.7
SNI10,SNI,no,von Frey,12,M,ipisi,pre,acute,2,32,
SNI10,SNI,no,von Frey,12,M,ipisi,pre,acute,3,32,
SNI10,SNI,no,von Frey,12,M,ipisi,day3,acute,1,3.5,11.96666667
SNI10,SNI,no,von Frey,12,M,ipisi,day3,acute,2,8.2,
SNI10,SNI,no,von Frey,12,M,ipisi,day3,acute,3,24.2,
SNI10,SNI,no,von Frey,12,M,ipisi,day7,acute,1,11.2,7.866666667
SNI10,SNI,no,von Frey,12,M,ipisi,day7,acute,2,3.2,
SNI10,SNI,no,von Frey,12,M,ipisi,day7,acute,3,9.2,
SNI10,SNI,no,Hargreaves,12,M,contra,pre,acute,1,6,7.4
SNI10,SNI,no,Hargreaves,12,M,contra,pre,acute,2,8.4,
SNI10,SNI,no,Hargreaves,12,M,contra,pre,acute,3,7.8,
SNI10,SNI,no,Hargreaves,12,M,contra,day3,acute,1,6.5,10.33333333
SNI10,SNI,no,Hargreaves,12,M,contra,day3,acute,2,8.2,
SNI10,SNI,no,Hargreaves,12,M,contra,day3,acute,3,16.3,
SNI10,SNI,no,Hargreaves,12,M,contra,day7,acute,1,9.4,9.7
SNI10,SNI,no,Hargreaves,12,M,contra,day7,acute,2,10.4,
SNI10,SNI,no,Hargreaves,12,M,contra,day7,acute,3,9.3,
SNI10,SNI,no,Hargreaves,12,M,ipisi,pre,acute,1,9.6,10.5
SNI10,SNI,no,Hargreaves,12,M,ipisi,pre,acute,2,13.7,
SNI10,SNI,no,Hargreaves,12,M,ipisi,pre,acute,3,8.2,
SNI10,SNI,no,Hargreaves,12,M,ipisi,day3,acute,1,9.9,10.5
SNI10,SNI,no,Hargreaves,12,M,ipisi,day3,acute,2,12.2,
SNI10,SNI,no,Hargreaves,12,M,ipisi,day3,acute,3,9.4,
SNI10,SNI,no,Hargreaves,12,M,ipisi,day7,acute,1,11.1,9.833333333
SNI10,SNI,no,Hargreaves,12,M,ipisi,day7,acute,2,10.7,
SNI10,SNI,no,Hargreaves,12,M,ipisi,day7,acute,3,7.7,
SNI15,SNI,no,von Frey,14,M,contra,pre,acute,1,25.9,23
SNI15,SNI,no,von Frey,14,M,contra,pre,acute,2,32.1,
SNI15,SNI,no,von Frey,14,M,contra,pre,acute,3,11,
SNI15,SNI,no,von Frey,14,M,contra,day3,acute,1,46.6,42.36666667
SNI15,SNI,no,von Frey,14,M,contra,day3,acute,2,18.2,
SNI15,SNI,no,von Frey,14,M,contra,day3,acute,3,62.3,
SNI15,SNI,no,von Frey,14,M,contra,day7,acute,1,66.9,37.03333333
SNI15,SNI,no,von Frey,14,M,contra,day7,acute,2,17.2,
SNI15,SNI,no,von Frey,14,M,contra,day7,acute,3,27,
SNI15,SNI,no,von Frey,14,M,ipisi,pre,acute,1,42.2,18.5
SNI15,SNI,no,von Frey,14,M,ipisi,pre,acute,2,6.1,
SNI15,SNI,no,von Frey,14,M,ipisi,pre,acute,3,7.2,
SNI15,SNI,no,von Frey,14,M,ipisi,day3,acute,1,5.8,6.466666667
SNI15,SNI,no,von Frey,14,M,ipisi,day3,acute,2,8.8,
SNI15,SNI,no,von Frey,14,M,ipisi,day3,acute,3,4.8,
SNI15,SNI,no,von Frey,14,M,ipisi,day7,acute,1,9.2,11.26666667
SNI15,SNI,no,von Frey,14,M,ipisi,day7,acute,2,14.7,
SNI15,SNI,no,von Frey,14,M,ipisi,day7,acute,3,9.9,
SNI15,SNI,no,Hargreaves,14,M,contra,pre,acute,1,7,7.333333333
SNI15,SNI,no,Hargreaves,14,M,contra,pre,acute,2,8,
SNI15,SNI,no,Hargreaves,14,M,contra,pre,acute,3,7,
SNI15,SNI,no,Hargreaves,14,M,contra,day3,acute,1,13.6,9.866666667
SNI15,SNI,no,Hargreaves,14,M,contra,day3,acute,2,7.6,
SNI15,SNI,no,Hargreaves,14,M,contra,day3,acute,3,8.4,
SNI15,SNI,no,Hargreaves,14,M,contra,day7,acute,1,9.2,11.96666667
SNI15,SNI,no,Hargreaves,14,M,contra,day7,acute,2,18,
SNI15,SNI,no,Hargreaves,14,M,contra,day7,acute,3,8.7,
SNI15,SNI,no,Hargreaves,14,M,ipisi,pre,acute,1,12.7,9.733333333
SNI15,SNI,no,Hargreaves,14,M,ipisi,pre,acute,2,8,
SNI15,SNI,no,Hargreaves,14,M,ipisi,pre,acute,3,8.5,
SNI15,SNI,no,Hargreaves,14,M,ipisi,day3,acute,1,6.5,6.466666667
SNI15,SNI,no,Hargreaves,14,M,ipisi,day3,acute,2,4.8,
SNI15,SNI,no,Hargreaves,14,M,ipisi,day3,acute,3,8.1,
SNI15,SNI,no,Hargreaves,14,M,ipisi,day7,acute,1,8.2,8.266666667
SNI15,SNI,no,Hargreaves,14,M,ipisi,day7,acute,2,8.2,
SNI15,SNI,no,Hargreaves,14,M,ipisi,day7,acute,3,8.4,
SNI11,SNI,no,von Frey,12,F,contra,pre,acute,1,52.7,35.4
SNI11,SNI,no,von Frey,12,F,contra,pre,acute,2,22.5,
SNI11,SNI,no,von Frey,12,F,contra,pre,acute,3,31,
SNI11,SNI,no,von Frey,12,F,contra,day3,acute,1,56,56
SNI11,SNI,no,von Frey,12,F,contra,day3,acute,2,42.2,
SNI11,SNI,no,von Frey,12,F,contra,day3,acute,3,69.8,
SNI11,SNI,no,von Frey,12,F,contra,day7,acute,1,70.9,54.26666667
SNI11,SNI,no,von Frey,12,F,contra,day7,acute,2,58.3,
SNI11,SNI,no,von Frey,12,F,contra,day7,acute,3,33.6,
SNI11,SNI,no,von Frey,12,F,ipisi,pre,acute,1,54.8,47.06666667
SNI11,SNI,no,von Frey,12,F,ipisi,pre,acute,2,57,
SNI11,SNI,no,von Frey,12,F,ipisi,pre,acute,3,29.4,
SNI11,SNI,no,von Frey,12,F,ipisi,day3,acute,1,23.2,21.66666667
SNI11,SNI,no,von Frey,12,F,ipisi,day3,acute,2,14.6,
SNI11,SNI,no,von Frey,12,F,ipisi,day3,acute,3,27.2,
SNI11,SNI,no,von Frey,12,F,ipisi,day7,acute,1,2.9,7.533333333
SNI11,SNI,no,von Frey,12,F,ipisi,day7,acute,2,12.3,
SNI11,SNI,no,von Frey,12,F,ipisi,day7,acute,3,7.4,
SNI11,SNI,no,Hargreaves,12,F,contra,pre,acute,1,18,14.93333333
SNI11,SNI,no,Hargreaves,12,F,contra,pre,acute,2,13.2,
SNI11,SNI,no,Hargreaves,12,F,contra,pre,acute,3,13.6,
SNI11,SNI,no,Hargreaves,12,F,contra,day3,acute,1,9.7,13.83333333
SNI11,SNI,no,Hargreaves,12,F,contra,day3,acute,2,15.4,
SNI11,SNI,no,Hargreaves,12,F,contra,day3,acute,3,16.4,
SNI11,SNI,no,Hargreaves,12,F,contra,day7,acute,1,12,12.1
SNI11,SNI,no,Hargreaves,12,F,contra,day7,acute,2,14,
SNI11,SNI,no,Hargreaves,12,F,contra,day7,acute,3,10.3,
SNI11,SNI,no,Hargreaves,12,F,ipisi,pre,acute,1,16.1,12.86666667
SNI11,SNI,no,Hargreaves,12,F,ipisi,pre,acute,2,13.6,
SNI11,SNI,no,Hargreaves,12,F,ipisi,pre,acute,3,8.9,
SNI11,SNI,no,Hargreaves,12,F,ipisi,day3,acute,1,9.6,10.36666667
SNI11,SNI,no,Hargreaves,12,F,ipisi,day3,acute,2,11.8,
SNI11,SNI,no,Hargreaves,12,F,ipisi,day3,acute,3,9.7,
SNI11,SNI,no,Hargreaves,12,F,ipisi,day7,acute,1,8.4,8.5
SNI11,SNI,no,Hargreaves,12,F,ipisi,day7,acute,2,8.7,
SNI11,SNI,no,Hargreaves,12,F,ipisi,day7,acute,3,8.4,
SNI12,SNI,no,von Frey,12,F,contra,pre,acute,1,63,37.5
SNI12,SNI,no,von Frey,12,F,contra,pre,acute,2,25.8,
SNI12,SNI,no,von Frey,12,F,contra,pre,acute,3,23.7,
SNI12,SNI,no,von Frey,12,F,contra,day3,acute,1,15.9,38.86666667
SNI12,SNI,no,von Frey,12,F,contra,day3,acute,2,38.5,
SNI12,SNI,no,von Frey,12,F,contra,day3,acute,3,62.2,
SNI12,SNI,no,von Frey,12,F,contra,day7,acute,1,14.7,21.9
SNI12,SNI,no,von Frey,12,F,contra,day7,acute,2,33.4,
SNI12,SNI,no,von Frey,12,F,contra,day7,acute,3,17.6,
SNI12,SNI,no,von Frey,12,F,ipisi,pre,acute,1,40.3,42.13333333
SNI12,SNI,no,von Frey,12,F,ipisi,pre,acute,2,27.9,
SNI12,SNI,no,von Frey,12,F,ipisi,pre,acute,3,58.2,
SNI12,SNI,no,von Frey,12,F,ipisi,day3,acute,1,7.9,4.4
SNI12,SNI,no,von Frey,12,F,ipisi,day3,acute,2,0.5,
SNI12,SNI,no,von Frey,12,F,ipisi,day3,acute,3,4.8,
SNI12,SNI,no,von Frey,12,F,ipisi,day7,acute,1,0.6,0.566666667
SNI12,SNI,no,von Frey,12,F,ipisi,day7,acute,2,0.9,
SNI12,SNI,no,von Frey,12,F,ipisi,day7,acute,3,0.2,
SNI12,SNI,no,Hargreaves,12,F,contra,pre,acute,1,16.2,13.73333333
SNI12,SNI,no,Hargreaves,12,F,contra,pre,acute,2,9.8,
SNI12,SNI,no,Hargreaves,12,F,contra,pre,acute,3,15.2,
SNI12,SNI,no,Hargreaves,12,F,contra,day3,acute,1,17.6,14.53333333
SNI12,SNI,no,Hargreaves,12,F,contra,day3,acute,2,14.8,
SNI12,SNI,no,Hargreaves,12,F,contra,day3,acute,3,11.2,
SNI12,SNI,no,Hargreaves,12,F,contra,day7,acute,1,12,10.8
SNI12,SNI,no,Hargreaves,12,F,contra,day7,acute,2,10.1,
SNI12,SNI,no,Hargreaves,12,F,contra,day7,acute,3,10.3,
SNI12,SNI,no,Hargreaves,12,F,ipisi,pre,acute,1,20.5,16.43333333
SNI12,SNI,no,Hargreaves,12,F,ipisi,pre,acute,2,7.1,
SNI12,SNI,no,Hargreaves,12,F,ipisi,pre,acute,3,21.7,
SNI12,SNI,no,Hargreaves,12,F,ipisi,day3,acute,1,8.6,10.5
SNI12,SNI,no,Hargreaves,12,F,ipisi,day3,acute,2,11.6,
SNI12,SNI,no,Hargreaves,12,F,ipisi,day3,acute,3,11.3,
SNI12,SNI,no,Hargreaves,12,F,ipisi,day7,acute,1,4.5,7.333333333
SNI12,SNI,no,Hargreaves,12,F,ipisi,day7,acute,2,12.1,
SNI12,SNI,no,Hargreaves,12,F,ipisi,day7,acute,3,5.4,
SNI13,SNI,no,von Frey,12,F,contra,pre,acute,1,52.1,49.66666667
SNI13,SNI,no,von Frey,12,F,contra,pre,acute,2,51.4,
SNI13,SNI,no,von Frey,12,F,contra,pre,acute,3,45.5,
SNI13,SNI,no,von Frey,12,F,contra,day3,acute,1,36.6,35.33333333
SNI13,SNI,no,von Frey,12,F,contra,day3,acute,2,17.2,
SNI13,SNI,no,von Frey,12,F,contra,day3,acute,3,52.2,
SNI13,SNI,no,von Frey,12,F,contra,day7,acute,1,39.7,57.36666667
SNI13,SNI,no,von Frey,12,F,contra,day7,acute,2,66.2,
SNI13,SNI,no,von Frey,12,F,contra,day7,acute,3,66.2,
SNI13,SNI,no,von Frey,12,F,ipisi,pre,acute,1,31.7,25.63333333
SNI13,SNI,no,von Frey,12,F,ipisi,pre,acute,2,21.6,
SNI13,SNI,no,von Frey,12,F,ipisi,pre,acute,3,23.6,
SNI13,SNI,no,von Frey,12,F,ipisi,day3,acute,1,1.9,4.6
SNI13,SNI,no,von Frey,12,F,ipisi,day3,acute,2,6.6,
SNI13,SNI,no,von Frey,12,F,ipisi,day3,acute,3,5.3,
SNI13,SNI,no,von Frey,12,F,ipisi,day7,acute,1,0.3,2.6
SNI13,SNI,no,von Frey,12,F,ipisi,day7,acute,2,2.4,
SNI13,SNI,no,von Frey,12,F,ipisi,day7,acute,3,5.1,
SNI13,SNI,no,Hargreaves,12,F,contra,pre,acute,1,14,11.93333333
SNI13,SNI,no,Hargreaves,12,F,contra,pre,acute,2,7,
SNI13,SNI,no,Hargreaves,12,F,contra,pre,acute,3,14.8,
SNI13,SNI,no,Hargreaves,12,F,contra,day3,acute,1,6.9,8
SNI13,SNI,no,Hargreaves,12,F,contra,day3,acute,2,8.6,
SNI13,SNI,no,Hargreaves,12,F,contra,day3,acute,3,8.5,
SNI13,SNI,no,Hargreaves,12,F,contra,day7,acute,1,9.7,9.7
SNI13,SNI,no,Hargreaves,12,F,contra,day7,acute,2,7.6,
SNI13,SNI,no,Hargreaves,12,F,contra,day7,acute,3,11.8,
SNI13,SNI,no,Hargreaves,12,F,ipisi,pre,acute,1,10.1,10
SNI13,SNI,no,Hargreaves,12,F,ipisi,pre,acute,2,8.3,
SNI13,SNI,no,Hargreaves,12,F,ipisi,pre,acute,3,11.6,
SNI13,SNI,no,Hargreaves,12,F,ipisi,day3,acute,1,6.7,7.733333333
SNI13,SNI,no,Hargreaves,12,F,ipisi,day3,acute,2,8.6,
SNI13,SNI,no,Hargreaves,12,F,ipisi,day3,acute,3,7.9,
SNI13,SNI,no,Hargreaves,12,F,ipisi,day7,acute,1,10.5,10.63333333
SNI13,SNI,no,Hargreaves,12,F,ipisi,day7,acute,2,10.1,
SNI13,SNI,no,Hargreaves,12,F,ipisi,day7,acute,3,11.3,
SNI14,SNI,no,von Frey,12,F,contra,pre,acute,1,62.4,54.9
SNI14,SNI,no,von Frey,12,F,contra,pre,acute,2,46,
SNI14,SNI,no,von Frey,12,F,contra,pre,acute,3,56.3,
SNI14,SNI,no,von Frey,12,F,contra,day3,acute,1,20.3,43.26666667
SNI14,SNI,no,von Frey,12,F,contra,day3,acute,2,68.6,
SNI14,SNI,no,von Frey,12,F,contra,day3,acute,3,40.9,
SNI14,SNI,no,von Frey,12,F,contra,day7,acute,1,31,25.76666667
SNI14,SNI,no,von Frey,12,F,contra,day7,acute,2,20.1,
SNI14,SNI,no,von Frey,12,F,contra,day7,acute,3,26.2,
SNI14,SNI,no,von Frey,12,F,ipisi,pre,acute,1,35.8,32.4
SNI14,SNI,no,von Frey,12,F,ipisi,pre,acute,2,24.9,
SNI14,SNI,no,von Frey,12,F,ipisi,pre,acute,3,36.5,
SNI14,SNI,no,von Frey,12,F,ipisi,day3,acute,1,6.9,14.93333333
SNI14,SNI,no,von Frey,12,F,ipisi,day3,acute,2,13.1,
SNI14,SNI,no,von Frey,12,F,ipisi,day3,acute,3,24.8,
SNI14,SNI,no,von Frey,12,F,ipisi,day7,acute,1,0.9,3.466666667
SNI14,SNI,no,von Frey,12,F,ipisi,day7,acute,2,7,
SNI14,SNI,no,von Frey,12,F,ipisi,day7,acute,3,2.5,
SNI14,SNI,no,Hargreaves,12,F,contra,pre,acute,1,22.7,16.7
SNI14,SNI,no,Hargreaves,12,F,contra,pre,acute,2,17,
SNI14,SNI,no,Hargreaves,12,F,contra,pre,acute,3,10.4,
SNI14,SNI,no,Hargreaves,12,F,contra,day3,acute,1,9.7,9.166666667
SNI14,SNI,no,Hargreaves,12,F,contra,day3,acute,2,7.3,
SNI14,SNI,no,Hargreaves,12,F,contra,day3,acute,3,10.5,
SNI14,SNI,no,Hargreaves,12,F,contra,day7,acute,1,16.8,14.2
SNI14,SNI,no,Hargreaves,12,F,contra,day7,acute,2,11.6,
SNI14,SNI,no,Hargreaves,12,F,contra,day7,acute,3,14.2,
SNI14,SNI,no,Hargreaves,12,F,ipisi,pre,acute,1,22.7,17.03333333
SNI14,SNI,no,Hargreaves,12,F,ipisi,pre,acute,2,15.7,
SNI14,SNI,no,Hargreaves,12,F,ipisi,pre,acute,3,12.7,
SNI14,SNI,no,Hargreaves,12,F,ipisi,day3,acute,1,7.9,9.2
SNI14,SNI,no,Hargreaves,12,F,ipisi,day3,acute,2,7.5,
SNI14,SNI,no,Hargreaves,12,F,ipisi,day3,acute,3,12.2,
SNI14,SNI,no,Hargreaves,12,F,ipisi,day7,acute,1,13.7,10
SNI14,SNI,no,Hargreaves,12,F,ipisi,day7,acute,2,8.2,
SNI14,SNI,no,Hargreaves,12,F,ipisi,day7,acute,3,8.1,
CISNI01,SNI,yes,von Frey,12,F,contra,pre,acute,1,27.2,31.9
CISNI01,SNI,yes,von Frey,12,F,contra,pre,acute,2,31.5,
CISNI01,SNI,yes,von Frey,12,F,contra,pre,acute,3,37,
CISNI01,SNI,yes,von Frey,12,F,contra,day3,acute,1,16.6,38.93333333
CISNI01,SNI,yes,von Frey,12,F,contra,day3,acute,2,61.5,
CISNI01,SNI,yes,von Frey,12,F,contra,day3,acute,3,38.7,
CISNI01,SNI,yes,von Frey,12,F,contra,day7,acute,1,23.6,45.1
CISNI01,SNI,yes,von Frey,12,F,contra,day7,acute,2,46.1,
CISNI01,SNI,yes,von Frey,12,F,contra,day7,acute,3,65.6,
CISNI01,SNI,yes,von Frey,12,F,ipisi,pre,acute,1,67.9,35.33333333
CISNI01,SNI,yes,von Frey,12,F,ipisi,pre,acute,2,27.7,
CISNI01,SNI,yes,von Frey,12,F,ipisi,pre,acute,3,10.4,
CISNI01,SNI,yes,von Frey,12,F,ipisi,day3,acute,1,10.2,15.83333333
CISNI01,SNI,yes,von Frey,12,F,ipisi,day3,acute,2,7.6,
CISNI01,SNI,yes,von Frey,12,F,ipisi,day3,acute,3,29.7,
CISNI01,SNI,yes,von Frey,12,F,ipisi,day7,acute,1,17.2,15.16666667
CISNI01,SNI,yes,von Frey,12,F,ipisi,day7,acute,2,0.5,
CISNI01,SNI,yes,von Frey,12,F,ipisi,day7,acute,3,27.8,
CISNI01,SNI,yes,Hargreaves,12,F,contra,pre,acute,1,12.4,10.1
CISNI01,SNI,yes,Hargreaves,12,F,contra,pre,acute,2,9.2,
CISNI01,SNI,yes,Hargreaves,12,F,contra,pre,acute,3,8.7,
CISNI01,SNI,yes,Hargreaves,12,F,contra,day3,acute,1,8.3,8.9
CISNI01,SNI,yes,Hargreaves,12,F,contra,day3,acute,2,7.3,
CISNI01,SNI,yes,Hargreaves,12,F,contra,day3,acute,3,11.1,
CISNI01,SNI,yes,Hargreaves,12,F,contra,day7,acute,1,9.6,11.13333333
CISNI01,SNI,yes,Hargreaves,12,F,contra,day7,acute,2,7.2,
CISNI01,SNI,yes,Hargreaves,12,F,contra,day7,acute,3,16.6,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,1,9.1,9.366666667
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,2,8.6,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,pre,acute,3,10.4,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,1,8.4,8.8
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,2,8.2,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day3,acute,3,9.8,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,1,11,8.6
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,2,6.8,
CISNI01,SNI,yes,Hargreaves,12,F,ipisi,day7,acute,3,8,
CISNI02,SNI,yes,von Frey,14,M,contra,pre,acute,1,49.4,40.1
CISNI02,SNI,yes,von Frey,14,M,contra,pre,acute,2,43.8,
CISNI02,SNI,yes,von Frey,14,M,contra,pre,acute,3,27.1,
CISNI02,SNI,yes,von Frey,14,M,contra,day3,acute,1,37.4,57.7
CISNI02,SNI,yes,von Frey,14,M,contra,day3,acute,2,72.6,
CISNI02,SNI,yes,von Frey,14,M,contra,day3,acute,3,63.1,
CISNI02,SNI,yes,von Frey,14,M,contra,day7,acute,1,42.4,35.23333333
CISNI02,SNI,yes,von Frey,14,M,contra,day7,acute,2,46.4,
CISNI02,SNI,yes,von Frey,14,M,contra,day7,acute,3,16.9,
CISNI02,SNI,yes,von Frey,14,M,ipisi,pre,acute,1,28.7,25.5
CISNI02,SNI,yes,von Frey,14,M,ipisi,pre,acute,2,24.4,
CISNI02,SNI,yes,von Frey,14,M,ipisi,pre,acute,3,23.4,
CISNI02,SNI,yes,von Frey,14,M,ipisi,day3,acute,1,2.5,9.633333333
CISNI02,SNI,yes,von Frey,14,M,ipisi,day3,acute,2,4.2,
CISNI02,SNI,yes,von Frey,14,M,ipisi,day3,acute,3,22.2,
CISNI02,SNI,yes,von Frey,14,M,ipisi,day7,acute,1,1.1,2.733333333
CISNI02,SNI,yes,von Frey,14,M,ipisi,day7,acute,2,3.9,
CISNI02,SNI,yes,von Frey,14,M,ipisi,day7,acute,3,3.2,
CISNI02,SNI,yes,Hargreaves,14,M,contra,pre,acute,1,14.6,12.03333333
CISNI02,SNI,yes,Hargreaves,14,M,contra,pre,acute,2,11.4,
CISNI02,SNI,yes,Hargreaves,14,M,contra,pre,acute,3,10.1,
CISNI02,SNI,yes,Hargreaves,14,M,contra,day3,acute,1,8.8,9.066666667
CISNI02,SNI,yes,Hargreaves,14,M,contra,day3,acute,2,8.7,
CISNI02,SNI,yes,Hargreaves,14,M,contra,day3,acute,3,9.7,
CISNI02,SNI,yes,Hargreaves,14,M,contra,day7,acute,1,11.6,10.3
CISNI02,SNI,yes,Hargreaves,14,M,contra,day7,acute,2,10.5,
CISNI02,SNI,yes,Hargreaves,14,M,contra,day7,acute,3,8.8,
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,1,11,9.966666667
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,2,10.4,
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,pre,acute,3,8.5,
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,1,7.5,6.566666667
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,2,8,
CISNI02,SNI,yes,Hargreaves,14,M,ipisi,day3,acute,3,4.2,
